title,rank,total_ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5_star_ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,US_Sales,EU_Sales,JP_Sales,Global_Sales
Wizard of Oz Free Slots Casino,20,482246.0,10000000.0,4,0.4,0.9,0.0,GAME_CASINO,377560,57203.0,20891,7865,18725,False,196542,29437,374250,483504
Dummy ดัมมี่ ไพ่แคง เกมไพ่ฟรี,21,477132.0,10000000.0,4,227105.7,2.2,0.0,GAME_CASINO,367411,48463.0,28359,9074,23822,False,503462,488022,142186,550625
Full House Casino - Free Vegas Slots Machine Games,22,455282.0,5000000.0,4,0.1,0.1,0.0,GAME_CASINO,365871,33169.0,22482,7247,26511,False,789995,131802,494210,288236
Slots (Golden HoYeah) - Casino Slots,23,431936.0,10000000.0,4,0.6,1.1,0.0,GAME_CASINO,299466,49060.0,33254,12770,37384,False,851133,239335,92404,340782
Luxy Poker-Online Texas Holdem,24,423010.0,5000000.0,4,0.3,0.7,0.0,GAME_CASINO,298900,42958.0,25401,11181,44567,False,106089,5518,227745,783982
Vegas Slots - DoubleDown Casino,25,422035.0,10000000.0,4,0.5,1.1,0.0,GAME_CASINO,286143,56390.0,26064,15856,37580,False,836586,632807,375330,614124
Texas HoldEm Poker Deluxe,26,401912.0,10000000.0,4,0.0,0.0,0.0,GAME_CASINO,280648,56377.0,27394,8958,28533,False,694974,346492,528482,569870
เก้าเกไทย,27,394704.0,10000000.0,4,0.1,0.3,0.0,GAME_CASINO,309185,26459.0,17197,8513,33346,False,200993,115472,558866,343577
Cashman Casino: Casino Slots Machines! 2M Free!,28,392274.0,10000000.0,4,1.1,2.2,0.0,GAME_CASINO,289544,46703.0,20683,9892,25450,False,829672,150263,481725,453785
Slots: Heart of Vegas™ – Free Casino Slots Games,29,377401.0,10000000.0,4,0.3,0.6,0.0,GAME_CASINO,258486,45068.0,23157,11678,39010,False,31673,860057,194477,235540
Casino Jackpot Slots - Infinity Slots™ 777 Game,30,367694.0,1000000.0,4,0.1,0.1,0.0,GAME_CASINO,278174,55844.0,18491,4517,10665,False,696261,417090,411004,477698
my KONAMI Slots - Casino Games & Fun Slot Machines,31,351166.0,5000000.0,4,0.5,1.2,0.0,GAME_CASINO,248240,47419.0,22591,9903,23011,False,503248,868423,87484,788164
POP! Slots ™- Free Vegas Casino Slot Machine Games,32,343727.0,10000000.0,4,2.8,6.1,0.0,GAME_CASINO,277118,21504.0,10762,6273,28067,False,476794,351513,306368,794586
Tycoon Casino Free Slots: Vegas Slot Machine Games,33,333168.0,5000000.0,4,0.9,2.0,0.0,GAME_CASINO,293637,16901.0,7210,3485,11931,False,540286,828832,876460,471542
GSN Casino: Slots and Casino Games - Vegas Slots,34,318101.0,10000000.0,4,0.2,0.4,0.0,GAME_CASINO,218298,35139.0,19922,11200,33540,False,637422,15763,675961,959757
Slots Pharaoh's Way Casino Games & Slot Machine,35,316679.0,10000000.0,4,0.1,0.2,0.0,GAME_CASINO,252941,33956.0,12697,4255,12827,False,353307,441862,6203,182270
Lotsa Slots - Free Vegas Casino Slot Machines,36,313214.0,10000000.0,4,3.2,7.8,0.0,GAME_CASINO,244252,38385.0,15608,4462,10504,False,868725,11981,314291,996373
Big Fish Casino - Play Slots and Casino Games,37,312113.0,10000000.0,4,0.0,0.0,0.0,GAME_CASINO,238241,41399.0,13246,4698,14526,False,953533,581751,354672,292566
Tiến lên Miền Nam - Tiến Lên - ZingPlay,38,306937.0,10000000.0,4,0.8,1.6,0.0,GAME_CASINO,248156,14000.0,6875,3866,34038,False,194774,664291,270372,27200
Club Vegas 2021: New Slots Games & Casino bonuses,39,306128.0,5000000.0,4,4.9,12.1,0.0,GAME_CASINO,266535,19491.0,6879,2721,10498,False,397194,579874,402045,120297
麻將 明星3缺1麻將–台灣16張麻將Mahjong,40,,,292630,,4.0,0.5,,0,,207533,29742,13572,,533932,476820,732506,388908
Billionaire Casino Slots - The Best Slot Machines,41,272892.0,10000000.0,4,1.1,2.4,0.0,GAME_CASINO,194550,29431.0,13763,6678,28469,False,328237,451912,171850,959185
Jackpot World™ - Free Vegas Casino Slots,42,272095.0,5000000.0,4,225.1,5.5,0.0,GAME_CASINO,206509,33265.0,13164,4388,14767,False,167819,592067,720350,665998
"GAMEE Prizes - Play Free Games, WIN REAL CASH!",43,266126.0,10000000.0,4,5550.2,14.5,0.0,GAME_CASINO,176379,35942.0,22679,9287,21836,False,798065,775685,446134,726619
NEW SLOTS 2021－free casino games & slot machines,44,265946.0,5000000.0,4,0.9,1.8,0.0,GAME_CASINO,219920,23950.0,8698,2822,10553,False,860286,337214,740342,696587
Quick Hit Casino Games - Free Casino Slots Games,45,264556.0,10000000.0,4,0.5,1.1,0.0,GAME_CASINO,189320,36506.0,18622,5091,15015,False,343588,160204,847981,397490
Tongits Go-Exciting and Competitive Card Game,46,258755.0,10000000.0,4,6.1,13.5,0.0,GAME_CASINO,222685,12554.0,7642,3397,12474,False,397521,996033,412383,708741
Gaminator Casino Slots - Play Slot Machines 777,47,215021.0,5000000.0,4,1.0,2.3,0.0,GAME_CASINO,170145,17010.0,7086,3398,17380,False,558205,57834,574535,846631
ไพ่เท็กซัสโบย่า-Boyaa Texas Poker โป๊กเกอร์มือโปร,48,211680.0,5000000.0,4,0.2,0.4,0.0,GAME_CASINO,160936,22352.0,11006,3828,13555,False,623180,424538,374985,970424
Double Win Casino Slots - Free Video Slots Games,49,211511.0,1000000.0,4,1.1,2.2,0.0,GAME_CASINO,174952,18748.0,7633,2843,7333,False,738556,430431,905551,407858
UTP - Ultimate Teen Patti (3 Patti),50,208279.0,10000000.0,4,0.4,0.7,0.0,GAME_CASINO,146678,19467.0,7368,4159,30605,False,210174,83270,966662,622094
Free Slot Machines with Bonus Games!,51,207326.0,5000000.0,4,0.2,0.5,0.0,GAME_CASINO,189655,7941.0,3925,1388,4415,False,683122,818461,955773,559002
Hot Shot Casino Free Slots Games: Real Vegas Slots,52,204371.0,5000000.0,4,0.2,0.4,0.0,GAME_CASINO,147841,26775.0,14092,3867,11793,False,867164,336911,283470,325443
Bingo Tycoon,53,189656.0,10000000.0,4,54.5,0.0,0.0,GAME_CASINO,127766,19807.0,11872,6245,23964,False,361963,598326,239394,716273
Coin Dozer: Casino,54,183628.0,5000000.0,4,0.6,1.1,0.0,GAME_CASINO,141239,20865.0,10352,3829,7340,False,767182,692125,98684,925210
MONOPOLY Slots - Slot Machines,55,179520.0,5000000.0,4,1.1,2.2,0.0,GAME_CASINO,139632,11699.0,5599,3789,18798,False,629233,44126,627303,969486
Willy Wonka Slots Free Casino,56,179001.0,1000000.0,4,0.5,1.1,0.0,GAME_CASINO,138485,21446.0,8344,2918,7805,False,942259,948640,402190,334733
88 Fortunes Casino Games & Free Slot Machine Games,57,177051.0,1000000.0,4,0.7,1.4,0.0,GAME_CASINO,154436,8822.0,3644,1672,8474,False,197034,41075,598089,277805
Roulette Royale - FREE Casino,58,174066.0,10000000.0,4,1.4,2.7,0.0,GAME_CASINO,123770,19227.0,11002,5367,14697,False,185373,593600,215213,190185
Slots Free - Big Win Casino™,59,173372.0,5000000.0,4,0.0,0.0,0.0,GAME_CASINO,126569,21203.0,10941,4076,10581,False,459106,643712,686415,427946
Pmang Poker : Casino Royal,60,172651.0,5000000.0,4,0.7,0.9,0.0,GAME_CASINO,106066,26042.0,13410,4426,22704,False,5877,556704,21961,882611
Slotpark - Online Casino Games & Free Slot Machine,61,172200.0,5000000.0,4,1.4,3.0,0.0,GAME_CASINO,123431,19427.0,8684,4217,16439,False,602265,101967,380210,856532
Slots Casino - Jackpot Mania,62,170510.0,5000000.0,4,0.3,0.6,0.0,GAME_CASINO,144759,10409.0,4881,2271,8188,False,917794,227108,255456,374057
Bingo by Alisa - Free Live Multiplayer Bingo Games,63,154112.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,119255,21177.0,7308,2113,4257,False,426154,544969,230199,931230
Poker Texas Boyaa,64,146663.0,5000000.0,3,0.1,0.2,0.0,GAME_CASINO,84613,13974.0,13184,5793,29096,False,584244,213217,459356,290232
Scratch Day,65,145635.0,5000000.0,3,0.1,0.3,0.0,GAME_CASINO,88085,17381.0,12934,5744,21490,False,347738,688115,991598,445349
Cổng game ZingPlay - Game bài - Game cờ - Tiến lên,66,142948.0,10000000.0,3,1.5,3.1,0.0,GAME_CASINO,95538,7899.0,5039,2809,31659,False,541744,174698,905219,426589
Slot Machine - FREE Casino,67,141345.0,10000000.0,4,11.4,22.9,0.0,GAME_CASINO,83149,26077.0,14384,5285,12447,False,42942,281726,399538,530181
Rock N' Cash Casino Slots -Free Vegas Slot Games,68,140882.0,1000000.0,4,2.5,5.6,0.0,GAME_CASINO,103574,20093.0,9394,2580,5239,False,225448,961909,328837,45226
Slots: Get Rich Free Slots Casino Games Offline,69,139860.0,1000000.0,4,0.7,1.4,0.0,GAME_CASINO,126642,5717.0,2420,1095,3984,False,445987,145948,961461,785873
Bingo Journey - Lucky & Fun Casino Bingo Games,70,138883.0,1000000.0,4,2.4,4.7,0.0,GAME_CASINO,103586,18665.0,8883,2911,4835,False,632576,622228,957540,720547
Best Casino Free Slots: Casino Slot Machine Games,71,131646.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,85071,22022.0,10736,4148,9666,False,707801,742919,96260,521235
Stars Slots - Casino Games,72,126322.0,1000000.0,4,2.6,5.6,0.0,GAME_CASINO,103766,10635.0,5038,1742,5138,False,576079,44252,296,425790
Jackpot Magic Slots™: Social Casino & Slot Games,73,125918.0,5000000.0,4,0.1,0.2,0.0,GAME_CASINO,88160,15582.0,6712,2896,12565,False,289222,280787,365539,177593
Bingo Holiday: Free Bingo Games,74,123277.0,1000000.0,4,3.6,6.3,0.0,GAME_CASINO,90489,20226.0,8054,1588,2918,False,612444,221241,998219,228108
Free Slots!,75,122801.0,5000000.0,4,0.8,1.9,0.0,GAME_CASINO,110967,5426.0,2458,1019,2928,False,659962,550182,982450,794172
ไพ่แคง-รวมดัมมี่dummy ป๊อกเด้ง เก้าเกไทย เกมไพ่ฟรี,76,120434.0,1000000.0,4,1.5,3.0,0.0,GAME_CASINO,104694,7396.0,4236,1375,2731,False,9507,369436,291335,722270
Cash Storm Casino - Free Vegas Jackpot Slots Games,77,117668.0,1000000.0,4,106.2,4.2,0.0,GAME_CASINO,102696,5785.0,3091,1401,4692,False,3488,99658,677317,260247
Free Slots Casino - Adventures,78,116891.0,1000000.0,4,0.0,0.1,0.0,GAME_CASINO,103484,5940.0,2023,807,4634,False,894898,157503,106743,196077
myVEGAS Blackjack 21 - Free Vegas Casino Card Game,79,116673.0,1000000.0,4,0.1,0.1,0.0,GAME_CASINO,93674,13383.0,3198,1609,4807,False,639,287249,650453,174712
Cash Blitz Free Slots: Casino Slot Machine Games,80,112869.0,1000000.0,4,4.1,9.6,0.0,GAME_CASINO,102054,5274.0,2202,730,2607,False,611456,274603,591665,545288
SLOTS - Black Diamond Casino,81,107509.0,1000000.0,4,0.1,0.2,0.0,GAME_CASINO,79688,14753.0,3703,2096,7267,False,58369,162174,637761,627557
Winning Slots casino games:free vegas slot machine,82,107253.0,5000000.0,4,0.3,0.7,0.0,GAME_CASINO,83222,6679.0,4141,3006,10203,False,47001,835651,617624,938169
ไพ่เท็กซัสไทย HD,83,103380.0,1000000.0,4,0.0,0.1,0.0,GAME_CASINO,78160,10300.0,5230,1980,7710,False,303332,853195,710793,937183
Vegas Downtown Slots™ - Slot Machines & Word Games,84,102352.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,76766,11076.0,5291,2353,6863,False,368113,18713,551424,222948
ดัมมี่ไทยแลนด์-รวมไพ่แคง เก้าเก ไฮโล เกมไพ่ฟรี,85,100479.0,1000000.0,4,2.4,5.5,0.0,GAME_CASINO,91237,3977.0,2043,877,2342,False,644865,835791,464984,167608
Bingo™,86,99465.0,5000000.0,4,0.0,0.0,0.0,GAME_CASINO,71856,12049.0,6509,2619,6429,False,638632,58421,416041,152772
Slots on Tour Casino - Vegas Slot Machine Games HD,87,99082.0,500000.0,4,0.1,0.2,0.0,GAME_CASINO,78458,14511.0,3405,749,1957,False,387640,667286,857447,520879
Lightning Link Casino: Best Vegas Casino Slots!,88,97488.0,5000000.0,4,3.1,5.5,0.0,GAME_CASINO,64510,12362.0,5972,3254,11387,False,595124,574803,432275,602074
Spin Day - Win Real Money,89,94814.0,1000000.0,3,0.1,0.2,0.0,GAME_CASINO,47906,8026.0,7360,4920,26599,False,622801,51721,789947,157465
Old Vegas Slots – Classic Slots Casino Games,90,94628.0,1000000.0,4,0.2,0.3,0.0,GAME_CASINO,78741,7178.0,3029,1389,4289,False,185360,297358,473343,25297
Royal Casino,91,92912.0,5000000.0,4,2.1,5.4,0.0,GAME_CASINO,67690,7454.0,4956,2668,10142,False,374052,815533,135063,777739
OMG! Fortune Slots - Grand Casino Games,92,90370.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,68116,10388.0,5149,1826,4889,False,218875,246458,650825,330228
Blackjack 21,93,90110.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,65034,10141.0,3586,2191,9155,False,327977,198245,756358,576340
Bingo Blaze - Free Bingo Games,94,89886.0,1000000.0,4,0.7,1.4,0.0,GAME_CASINO,72362,9441.0,4365,1308,2407,False,952062,472442,275235,22758
Fun Big 2,95,87528.0,1000000.0,4,0.0,0.0,0.0,GAME_CASINO,73570,6359.0,3015,1128,3454,False,504208,56553,818927,857042
Lotto Scratch – Las Vegas,96,87102.0,1000000.0,4,0.2,0.5,0.0,GAME_CASINO,72719,6222.0,2636,1238,4284,False,669026,88968,947142,168023
Slots: Free Slot Machines,97,86366.0,1000000.0,4,0.3,0.9,0.0,GAME_CASINO,66745,8015.0,4197,2003,5403,False,851821,79715,807352,344936
Jackpot Crush – Free Vegas Slot Machines,98,85258.0,1000000.0,4,4.2,9.7,0.0,GAME_CASINO,68846,9410.0,2950,960,3090,False,219302,728599,941733,513219
High 5 Casino: The Home of Fun & Free Vegas Slots,99,84646.0,1000000.0,4,0.2,0.5,0.0,GAME_CASINO,60073,8840.0,4614,2856,8260,False,629931,513255,171613,652969
Slots! CashHit Slot Machines & Casino Games Party,100,83313.0,1000000.0,4,0.1,0.3,0.0,GAME_CASINO,64498,9941.0,3313,1247,4311,False,619892,719764,659286,954517
Candy Crush Saga,1,31367945.0,1000000000.0,4,0.9,1.6,0.0,GAME_CASUAL,23837448,4176798.0,1534041,486005,1333650,False,291564,194386,830897,299783
My Talking Tom,2,16810315.0,500000000.0,4,0.3,0.5,0.0,GAME_CASUAL,12234051,1514188.0,851145,465627,1745303,False,127334,93151,614205,548327
My Talking Angela,3,13050503.0,500000000.0,4,0.6,1.4,0.0,GAME_CASUAL,9165205,1073761.0,636763,399662,1775110,False,747537,28770,576101,428917
Hay Day,4,12098786.0,100000000.0,4,0.5,1.2,0.0,GAME_CASUAL,9031154,1239752.0,599727,297910,930241,False,583476,199171,947867,200069
Pou,5,11506051.0,500000000.0,4,0.2,0.5,0.0,GAME_CASUAL,8175679,1051014.0,688712,346244,1244400,False,841037,426095,360884,397898
Gardenscapes,6,10721875.0,100000000.0,4,0.6,1.5,0.0,GAME_CASUAL,7566483,1406080.0,591119,264105,894086,False,116587,239271,760020,369468
Minion Rush: Despicable Me Official Game,7,10659387.0,100000000.0,4,0.0,0.1,0.0,GAME_CASUAL,7884729,1105063.0,542317,236861,890414,False,480809,574764,235325,35702
Homescapes,8,10159890.0,100000000.0,4,0.8,2.1,0.0,GAME_CASUAL,7089644,1367797.0,604525,262575,835347,False,195729,841935,638877,146827
Farm Heroes Saga,9,9123920.0,100000000.0,4,0.6,1.2,0.0,GAME_CASUAL,7097079,1176491.0,433227,128489,288631,False,195840,918780,340300,79127
Township,10,8306868.0,100000000.0,4,0.6,1.2,0.0,GAME_CASUAL,5666720,959679.0,483208,261701,935558,False,74600,918258,657443,102136
Candy Crush Soda Saga,11,8071775.0,100000000.0,4,0.4,0.8,0.0,GAME_CASUAL,6031478,1145290.0,420595,132006,342404,False,928671,958422,523297,785091
Plants vs Zombies™ 2 Free,12,6964142.0,100000000.0,4,0.5,1.1,0.0,GAME_CASUAL,5161994,738250.0,337096,159672,567126,False,214064,233493,953177,973866
Coin Master,13,5768595.0,100000000.0,4,2.0,5.0,0.0,GAME_CASUAL,4089427,617190.0,303609,139343,619023,False,609513,678409,816522,997526
Angry Birds 2,14,5720687.0,100000000.0,4,0.4,0.9,0.0,GAME_CASUAL,4040927,701272.0,315427,150412,512646,False,893566,383154,558825,381108
My Cafe — Restaurant Game. Serve & Manage,15,4170408.0,50000000.0,4,0.6,1.4,0.0,GAME_CASUAL,3234679,428334.0,200017,86064,221311,False,515366,535149,768982,707202
The Simpsons™: Tapped Out,16,4079806.0,100000000.0,4,0.1,0.2,0.0,GAME_CASUAL,2650097,486532.0,256817,141989,544370,False,582182,517858,613393,830705
My Talking Tom 2,17,3617773.0,100000000.0,4,2.0,4.6,0.0,GAME_CASUAL,2619420,297742.0,172533,114892,413183,False,748922,855329,910230,46783
Bubble Witch 2 Saga,18,2954685.0,100000000.0,4,252.7,0.1,0.0,GAME_CASUAL,2182994,442668.0,186915,45788,96317,False,43218,596353,392487,825969
FarmVille 2: Country Escape,19,2914639.0,50000000.0,4,0.3,0.5,0.0,GAME_CASUAL,1994505,407586.0,195237,87860,229449,False,99426,975545,533941,712325
Talking Tom Cat,20,2264014.0,100000000.0,3,0.7,1.5,0.0,GAME_CASUAL,1459128,186361.0,140080,100488,377954,False,528885,35936,18683,567395
My Home - Design Dreams,21,2154956.0,100000000.0,4,0.9,2.1,0.0,GAME_CASUAL,1513881,301704.0,140589,56303,142476,False,171513,18274,719890,272739
Best Fiends - Free Puzzle Game,22,2091145.0,50000000.0,4,0.5,1.0,0.0,GAME_CASUAL,1646856,256082.0,76653,33048,78503,False,106165,471218,327340,170099
PewDiePie's Tuber Simulator,23,2001718.0,10000000.0,4,0.1,0.2,0.0,GAME_CASUAL,1671110,180104.0,55116,21918,73468,False,740311,106622,702953,37692
Ice Age Village,24,1898651.0,50000000.0,4,0.0,0.1,0.0,GAME_CASUAL,1399681,245543.0,112191,39947,101286,False,886984,561365,667317,72499
My Talking Tom Friends,25,1876427.0,100000000.0,4,5.4,12.0,0.0,GAME_CASUAL,1404351,145789.0,83448,52288,190548,False,508018,442435,23254,344933
Dumb Ways to Die 2: The Games,26,1782012.0,100000000.0,4,0.0,0.1,0.0,GAME_CASUAL,1265351,195451.0,108001,46276,166930,False,660068,762460,341682,159707
Candy Crush Friends Saga,27,1683260.0,50000000.0,4,0.8,1.6,0.0,GAME_CASUAL,1268463,242273.0,83832,27455,61234,False,26209,368209,168749,157822
Family Farm Seaside,28,1627243.0,50000000.0,4,0.3,0.8,0.0,GAME_CASUAL,1204255,135347.0,78073,44346,165218,False,896209,792204,615491,915002
Bubble Shooter,29,1503412.0,100000000.0,4,3.1,6.7,0.0,GAME_CASUAL,1033894,163259.0,108056,54617,143583,False,36490,909016,718453,579761
Pirate Kings™️,30,1432166.0,10000000.0,4,0.2,0.3,0.0,GAME_CASUAL,1049465,142061.0,64707,33473,142459,False,205542,102103,765628,596673
MY LITTLE PONY: Magic Princess,31,1431962.0,50000000.0,4,0.2,0.3,0.0,GAME_CASUAL,975697,146337.0,81939,48296,179690,False,765315,903671,816459,159049
My Horse,32,1378621.0,10000000.0,4,0.0,0.1,0.0,GAME_CASUAL,983456,257030.0,77494,15776,44864,False,959925,463859,266926,687551
Blossom Blast Saga,33,1326867.0,50000000.0,4,0.1,0.3,0.0,GAME_CASUAL,956682,190254.0,81633,28037,70258,False,57276,392936,182233,582200
Gacha Club,34,1222505.0,10000000.0,4,5.9,12.9,0.0,GAME_CASUAL,976018,118010.0,42649,18392,67434,False,263229,404287,390659,228954
Diamond Digger Saga,35,1218003.0,10000000.0,4,0.0,0.1,0.0,GAME_CASUAL,883862,199331.0,79682,18938,36188,False,89671,233495,380433,392856
Farm Heroes Super Saga,36,1135695.0,10000000.0,4,0.2,0.4,0.0,GAME_CASUAL,825239,185210.0,69324,19865,36055,False,363523,139136,460230,909960
My Talking Hank,37,1131205.0,100000000.0,4,0.7,1.6,0.0,GAME_CASUAL,809274,94858.0,59551,38632,128888,False,948438,91497,377584,106083
Papa Pear Saga,38,1099997.0,50000000.0,4,196.3,0.1,0.0,GAME_CASUAL,813086,144035.0,64753,23147,54974,False,598135,946083,875359,311419
My Boo: Your Virtual Pet Game To Care and Play,39,1009374.0,10000000.0,4,0.2,0.5,0.0,GAME_CASUAL,784152,106559.0,46334,17864,54463,False,674254,145261,541561,863296
Puppy Town - Merge & Win,40,978460.0,50000000.0,4,1.5,4.2,0.0,GAME_CASUAL,673255,72892.0,32537,20945,178828,False,527495,91091,965935,938640
Save The Girl,41,952348.0,100000000.0,3,1.1,2.6,0.0,GAME_CASUAL,591803,80978.0,62429,48097,169038,False,56110,120707,533853,778891
Smurfs' Village,42,941133.0,10000000.0,4,0.1,0.1,0.0,GAME_CASUAL,731661,81527.0,45176,19280,63487,False,226632,409481,37301,23386
My Dolphin Show,43,939577.0,50000000.0,4,0.3,0.7,0.0,GAME_CASUAL,676889,96965.0,56485,26929,82307,False,284038,7309,905169,158191
Green Farm 3,44,924595.0,10000000.0,4,0.4,0.7,0.0,GAME_CASUAL,571381,115687.0,76942,38875,121707,False,795286,502097,229498,51090
Pet Rescue Saga,45,921224.0,100000000.0,4,0.0,0.0,0.0,GAME_CASUAL,751461,107090.0,30751,10390,21529,False,157396,52603,676720,17097
"Good Pizza, Great Pizza",46,910777.0,50000000.0,4,2.1,5.0,0.0,GAME_CASUAL,651420,117048.0,52529,24633,65145,False,267882,635218,700168,939193
Bubble Shooter,47,881816.0,100000000.0,4,1.2,2.8,0.0,GAME_CASUAL,622790,117945.0,56216,23294,61569,False,966297,419497,321842,639766
Rodeo Stampede: Sky Zoo Safari,48,880964.0,10000000.0,4,0.4,0.8,0.0,GAME_CASUAL,566493,120253.0,69961,33039,91215,False,127173,169166,698408,387675
Stickman Warriors,49,875343.0,50000000.0,4,0.2,0.3,0.0,GAME_CASUAL,585941,90239.0,60299,28150,110712,False,285093,762256,803760,69920
Idle Arks: Build at Sea,50,865040.0,10000000.0,4,5.5,14.0,0.0,GAME_CASUAL,638136,98626.0,54652,22207,51416,False,92479,236043,50891,503678
Bubbu – My Virtual Pet,51,847777.0,50000000.0,4,1.8,3.7,0.0,GAME_CASUAL,660874,63957.0,33911,20752,68280,False,704852,511366,796660,504297
BTS WORLD,52,781393.0,10000000.0,4,0.7,1.4,0.0,GAME_CASUAL,689356,38419.0,16073,7813,29731,False,305958,244653,723623,209661
Let's Create! Pottery Lite,53,777217.0,10000000.0,4,0.3,0.5,0.0,GAME_CASUAL,532145,83892.0,54115,28958,78104,False,170602,797189,485312,231075
Covet Fashion - Dress Up Game,54,752953.0,10000000.0,4,0.4,0.6,0.0,GAME_CASUAL,419680,145021.0,65512,34343,88394,False,104677,949085,276259,641689
World Chef 🍰🍔🍝🍓,55,712766.0,10000000.0,4,0.0,0.1,0.0,GAME_CASUAL,515705,91031.0,43134,17633,45261,False,491979,987479,703705,583412
What if..,56,685365.0,5000000.0,4,0.0,0.0,0.0,GAME_CASUAL,552588,94468.0,21233,5136,11938,False,669551,20007,280843,392374
Virtual Families 2,57,679330.0,10000000.0,4,0.0,0.1,0.0,GAME_CASUAL,432002,91148.0,56154,24538,75485,False,78031,313775,672821,504515
Angry Birds POP Bubble Shooter,58,670105.0,10000000.0,4,0.2,0.3,0.0,GAME_CASUAL,494241,81755.0,38494,15919,39693,False,799602,449574,117436,72121
The Simpsons™: Tapped Out,59,665838.0,10000000.0,4,0.1,0.1,0.0,GAME_CASUAL,482665,78462.0,35349,17654,51705,False,73374,984697,259292,575988
Wonder Zoo - Animal rescue !,60,659139.0,10000000.0,4,0.2,0.3,0.0,GAME_CASUAL,451806,82817.0,44197,20209,60108,False,906979,307383,225764,506880
Furby BOOM!,61,655486.0,10000000.0,4,0.0,0.0,0.0,GAME_CASUAL,497030,57511.0,30349,13680,56912,False,25163,391355,561734,462833
Shopping Mall Girl - Dress Up & Style Game,62,652820.0,50000000.0,4,0.9,1.9,0.0,GAME_CASUAL,452065,54651.0,38207,25278,82615,False,552904,742647,243300,102568
